employee_id,role,store_id,shift,tasks_completed,tasks_pending
EMP00405,Picker,ST016,Afternoon,50,7
EMP02051,Packer,ST072,Night,50,5
EMP00118,Packer,ST061,Morning,52,3
EMP00311,Packer,ST065,Morning,44,6
EMP00433,Store Associate,ST092,Morning,59,5
EMP00689,Picker,ST034,Evening,56,12
EMP00160,Rider Coordinator,ST054,Morning,42,8
EMP00147,Store Associate,ST051,Night,48,7
EMP00281,Store Associate,ST059,Night,50,4
EMP02304,Packer,ST005,Evening,54,4
EMP00406,Packer,ST065,Morning,49,5
EMP01654,Store Associate,ST032,Morning,45,7
EMP01938,Picker,ST067,Evening,41,7
EMP01991,Picker,ST074,Afternoon,46,8
EMP02409,Rider Coordinator,ST090,Evening,59,8
EMP01110,Packer,ST017,Night,54,7
EMP01626,Store Associate,ST001,Afternoon,52,9
EMP01222,Picker,ST096,Afternoon,51,5
EMP00993,Store Associate,ST080,Evening,47,5
EMP00056,Picker,ST050,Morning,58,3
EMP00010,Store Associate,ST090,Afternoon,42,9
EMP01564,Picker,ST029,Evening,62,3
EMP01682,Store Associate,ST087,Evening,39,5
EMP02239,Packer,ST036,Evening,55,5
EMP00617,Picker,ST006,Morning,51,10
EMP01219,Picker,ST007,Afternoon,51,3
EMP01854,Store Associate,ST020,Morning,50,5
EMP02129,Picker,ST002,Morning,57,9
EMP00606,Supervisor,ST062,Evening,42,6
EMP00578,Rider Coordinator,ST022,Night,53,10
EMP02485,Packer,ST099,Night,50,4
EMP01077,Picker,ST020,Afternoon,43,7
EMP00621,Picker,ST034,Afternoon,43,3
EMP01968,Supervisor,ST076,Morning,59,8
EMP01168,Packer,ST016,Afternoon,44,3
EMP02441,Store Associate,ST082,Night,55,6
EMP00129,Store Associate,ST007,Evening,47,10
EMP01497,Packer,ST001,Evening,48,11
EMP02182,Store Associate,ST016,Morning,34,9
EMP02251,Picker,ST028,Evening,39,10
EMP02330,Picker,ST080,Morning,62,5
EMP01062,Picker,ST089,Evening,53,9
EMP01557,Store Associate,ST084,Evening,31,4
EMP00175,Picker,ST054,Afternoon,52,3
EMP01076,Packer,ST039,Night,53,6
EMP00026,Store Associate,ST061,Evening,60,13
EMP02112,Supervisor,ST097,Afternoon,47,4
EMP00592,Picker,ST067,Evening,57,9
EMP00815,Packer,ST036,Afternoon,48,12
EMP01627,Packer,ST090,Evening,60,4
EMP02318,Supervisor,ST012,Evening,45,4
EMP00590,Supervisor,ST022,Morning,39,7
EMP01024,Rider Coordinator,ST062,Afternoon,47,5
EMP00069,Packer,ST055,Evening,55,5
EMP00466,Picker,ST072,Evening,34,5
EMP01992,Store Associate,ST083,Morning,53,5
EMP01978,Packer,ST072,Afternoon,41,5
EMP01364,Picker,ST086,Morning,50,6
EMP02191,Supervisor,ST032,Evening,49,8
EMP01596,Supervisor,ST031,Afternoon,47,8
EMP00207,Supervisor,ST067,Afternoon,38,5
EMP01713,Packer,ST067,Evening,41,6
EMP02087,Packer,ST095,Evening,44,1
EMP01875,Store Associate,ST063,Evening,45,5
EMP00246,Picker,ST031,Morning,54,5
EMP00062,Picker,ST088,Afternoon,46,4
EMP01908,Picker,ST062,Evening,49,5
EMP00451,Picker,ST029,Morning,42,3
EMP02149,Packer,ST051,Afternoon,44,3
EMP00371,Supervisor,ST100,Evening,41,4
EMP01493,Supervisor,ST060,Morning,47,6
EMP01867,Store Associate,ST059,Afternoon,36,8
EMP02181,Packer,ST064,Afternoon,41,11
EMP00663,Store Associate,ST003,Evening,51,5
EMP00179,Packer,ST100,Evening,48,7
EMP01174,Picker,ST047,Night,42,7
EMP01251,Packer,ST044,Evening,47,4
EMP02096,Rider Coordinator,ST093,Morning,48,9
EMP01747,Picker,ST007,Afternoon,55,4
EMP02445,Packer,ST093,Evening,44,7
EMP01415,Picker,ST004,Afternoon,44,7
EMP00534,Packer,ST002,Evening,48,8
EMP02469,Packer,ST070,Evening,47,5
EMP00462,Store Associate,ST051,Night,48,2
EMP00335,Rider Coordinator,ST032,Afternoon,72,5
EMP00284,Store Associate,ST048,Evening,44,3
EMP01986,Store Associate,ST066,Evening,46,6
EMP00831,Packer,ST071,Evening,46,10
EMP00655,Rider Coordinator,ST020,Afternoon,56,6
EMP00305,Store Associate,ST079,Afternoon,46,6
EMP00290,Picker,ST005,Evening,30,3
EMP00001,Packer,ST036,Evening,47,3
EMP02180,Store Associate,ST004,Afternoon,46,6
EMP00195,Packer,ST044,Afternoon,50,0
EMP01223,Picker,ST048,Evening,44,8
EMP01450,Store Associate,ST016,Afternoon,44,1
EMP01384,Picker,ST100,Afternoon,63,5
EMP00292,Packer,ST058,Evening,54,4
EMP02396,Picker,ST010,Night,47,9
EMP01992,Picker,ST090,Night,43,7
EMP01934,Store Associate,ST066,Night,45,6
EMP00125,Store Associate,ST094,Morning,55,2
EMP02071,Picker,ST094,Evening,50,6
EMP01789,Picker,ST078,Night,52,6
EMP01059,Store Associate,ST045,Morning,51,4
EMP01585,Store Associate,ST029,Evening,50,6
EMP01707,Picker,ST033,Morning,59,6
EMP01366,Store Associate,ST097,Evening,56,6
EMP00290,Picker,ST080,Morning,46,7
EMP02393,Store Associate,ST004,Morning,47,5
EMP00992,Picker,ST096,Night,42,8
EMP02315,Rider Coordinator,ST035,Afternoon,40,7
EMP01852,Picker,ST092,Evening,44,6
EMP00687,Packer,ST018,Evening,52,6
EMP02499,Picker,ST060,Evening,54,5
EMP01929,Store Associate,ST038,Evening,49,9
EMP00977,Picker,ST096,Night,51,8
EMP01659,Packer,ST055,Afternoon,44,8
EMP00594,Picker,ST022,Evening,51,4
EMP00524,Rider Coordinator,ST082,Night,54,7
EMP01152,Rider Coordinator,ST067,Afternoon,46,11
EMP00059,Packer,ST087,Evening,44,4
EMP02468,Rider Coordinator,ST009,Evening,37,6
EMP02268,Picker,ST022,Night,45,7
EMP01281,Picker,ST094,Afternoon,45,3
EMP01838,Packer,ST016,Afternoon,44,4
EMP00026,Packer,ST001,Evening,40,8
EMP00114,Packer,ST049,Morning,52,6
EMP01148,Store Associate,ST014,Night,48,6
EMP02434,Store Associate,ST030,Afternoon,37,6
EMP01976,Store Associate,ST086,Evening,61,4
EMP02414,Picker,ST077,Afternoon,49,4
EMP00068,Picker,ST047,Evening,40,7
EMP02437,Packer,ST032,Evening,57,6
EMP02117,Supervisor,ST032,Evening,46,9
EMP01692,Packer,ST093,Afternoon,52,5
EMP00360,Store Associate,ST073,Evening,44,2
EMP00923,Store Associate,ST007,Night,37,6
EMP02445,Picker,ST072,Evening,49,6
EMP01210,Store Associate,ST044,Afternoon,52,8
EMP00753,Picker,ST025,Morning,61,6
EMP00871,Picker,ST096,Afternoon,41,5
EMP00125,Packer,ST011,Afternoon,57,4
EMP01790,Packer,ST056,Night,47,6
EMP01054,Packer,ST003,Morning,41,4
EMP01999,Picker,ST083,Evening,45,3
EMP01420,Picker,ST001,Evening,43,4
EMP01714,Store Associate,ST062,Evening,52,3
EMP01666,Picker,ST050,Afternoon,46,5
EMP02050,Picker,ST050,Night,58,8
EMP02378,Store Associate,ST009,Afternoon,54,8
EMP00950,Store Associate,ST040,Evening,46,4
EMP00816,Store Associate,ST018,Evening,47,4
EMP01614,Store Associate,ST099,Morning,46,7
EMP01708,Supervisor,ST057,Evening,52,4
EMP01291,Packer,ST030,Morning,54,2
EMP00007,Packer,ST077,Night,50,3
EMP01993,Picker,ST008,Afternoon,48,3
EMP01740,Packer,ST033,Evening,65,7
EMP01957,Rider Coordinator,ST068,Morning,46,6
EMP02182,Store Associate,ST022,Evening,51,5
EMP01059,Packer,ST091,Afternoon,45,4
EMP00454,Picker,ST044,Afternoon,63,5
EMP00374,Packer,ST012,Evening,40,4
EMP02200,Picker,ST086,Afternoon,36,3
EMP01970,Picker,ST049,Afternoon,53,8
EMP00079,Picker,ST039,Evening,46,7
EMP00056,Picker,ST100,Evening,42,11
EMP00265,Packer,ST029,Evening,54,6
EMP00957,Picker,ST061,Night,46,11
EMP02132,Picker,ST097,Evening,52,3
EMP00397,Rider Coordinator,ST006,Afternoon,52,0
EMP01676,Packer,ST026,Evening,49,2
EMP01603,Picker,ST034,Afternoon,38,6
EMP00729,Picker,ST081,Evening,55,9
EMP00750,Store Associate,ST064,Evening,35,6
EMP00932,Rider Coordinator,ST041,Afternoon,50,6
EMP02294,Packer,ST041,Afternoon,41,7
EMP02346,Store Associate,ST053,Morning,50,8
EMP01381,Store Associate,ST056,Evening,51,7
EMP02175,Supervisor,ST080,Evening,54,3
EMP00606,Picker,ST010,Evening,57,3
EMP02440,Store Associate,ST064,Evening,51,6
EMP02316,Supervisor,ST024,Afternoon,45,6
EMP00746,Packer,ST074,Evening,51,6
EMP02358,Supervisor,ST019,Evening,50,4
EMP02115,Picker,ST014,Evening,53,4
EMP00115,Supervisor,ST053,Evening,47,11
EMP01968,Picker,ST055,Morning,49,10
EMP02201,Packer,ST070,Morning,47,1
EMP00278,Store Associate,ST018,Afternoon,51,6
EMP00452,Picker,ST034,Evening,53,4
EMP00237,Picker,ST025,Night,40,7
EMP01130,Store Associate,ST001,Night,36,3
EMP01629,Store Associate,ST071,Morning,43,9
EMP01161,Picker,ST050,Morning,58,4
EMP01333,Picker,ST067,Evening,59,7
EMP02375,Picker,ST012,Afternoon,45,5
EMP01330,Picker,ST036,Evening,51,8
EMP02008,Store Associate,ST016,Morning,53,4
EMP01923,Packer,ST057,Evening,45,5
EMP01269,Supervisor,ST099,Evening,48,4
EMP01502,Packer,ST009,Morning,48,7
EMP00281,Store Associate,ST011,Evening,57,3
EMP01534,Supervisor,ST053,Evening,48,5
EMP02382,Picker,ST003,Afternoon,38,2
EMP01891,Packer,ST073,Morning,56,5
EMP01285,Store Associate,ST030,Morning,51,6
EMP01962,Packer,ST001,Evening,42,11
EMP02288,Rider Coordinator,ST017,Afternoon,50,4
EMP02001,Picker,ST097,Evening,49,5
EMP01170,Packer,ST030,Afternoon,47,8
EMP00320,Packer,ST037,Evening,43,3
EMP00109,Supervisor,ST002,Evening,42,3
EMP01513,Picker,ST075,Night,58,9
EMP01579,Store Associate,ST048,Evening,51,10
EMP01162,Supervisor,ST048,Evening,50,7
EMP01682,Packer,ST080,Morning,49,6
EMP01667,Picker,ST078,Afternoon,47,5
EMP00432,Packer,ST041,Afternoon,52,8
EMP00755,Store Associate,ST095,Evening,43,8
EMP01959,Packer,ST092,Morning,45,3
EMP00001,Picker,ST048,Afternoon,52,7
EMP00063,Store Associate,ST095,Evening,39,2
EMP01839,Rider Coordinator,ST004,Evening,62,10
EMP02021,Store Associate,ST062,Evening,59,10
EMP01555,Packer,ST036,Night,48,3
EMP01340,Picker,ST015,Morning,45,5
EMP00455,Picker,ST098,Night,41,7
EMP01544,Supervisor,ST044,Morning,46,9
EMP00606,Supervisor,ST030,Evening,38,6
EMP00728,Store Associate,ST068,Evening,44,8
EMP01821,Picker,ST003,Night,52,3
EMP01931,Store Associate,ST051,Afternoon,36,5
EMP01503,Picker,ST009,Morning,51,8
EMP00398,Packer,ST016,Afternoon,45,7
EMP00106,Picker,ST080,Evening,57,3
EMP00749,Rider Coordinator,ST061,Evening,46,8
EMP02492,Store Associate,ST096,Night,46,3
EMP02471,Supervisor,ST081,Evening,44,6
EMP01791,Rider Coordinator,ST015,Evening,54,6
EMP01193,Packer,ST022,Evening,50,1
EMP00321,Store Associate,ST047,Evening,54,3
EMP01783,Packer,ST002,Afternoon,48,5
EMP01404,Rider Coordinator,ST044,Afternoon,49,4
EMP02266,Store Associate,ST010,Morning,39,4
EMP01164,Store Associate,ST032,Evening,40,4
EMP01261,Picker,ST003,Afternoon,43,2
EMP01311,Packer,ST044,Morning,54,6
EMP00187,Supervisor,ST096,Night,38,8
EMP00951,Packer,ST086,Night,51,2
EMP01890,Packer,ST032,Afternoon,56,10
EMP01057,Picker,ST011,Morning,45,6
EMP00838,Packer,ST019,Evening,62,3
EMP01135,Store Associate,ST032,Morning,57,2
EMP00091,Supervisor,ST084,Evening,57,6
EMP00693,Packer,ST060,Afternoon,52,4
EMP01349,Packer,ST053,Evening,52,5
EMP01115,Picker,ST081,Afternoon,60,4
EMP01215,Packer,ST082,Morning,56,6
EMP02053,Picker,ST003,Evening,32,4
EMP00177,Picker,ST094,Afternoon,54,4
EMP01874,Picker,ST052,Afternoon,43,6
EMP00372,Packer,ST042,Afternoon,59,6
EMP01782,Store Associate,ST023,Evening,44,7
EMP00214,Store Associate,ST020,Night,48,3
EMP01533,Packer,ST085,Evening,57,7
EMP02194,Picker,ST072,Evening,33,4
EMP00121,Picker,ST095,Night,49,6
EMP01210,Store Associate,ST039,Morning,45,7
EMP00127,Packer,ST066,Night,44,6
EMP01029,Supervisor,ST087,Afternoon,40,5
EMP01505,Store Associate,ST097,Afternoon,44,7
EMP00285,Packer,ST055,Night,40,6
EMP00702,Store Associate,ST091,Morning,46,8
EMP00205,Picker,ST023,Morning,42,4
EMP00416,Picker,ST024,Evening,43,3
EMP01077,Rider Coordinator,ST055,Night,34,4
EMP01321,Rider Coordinator,ST066,Morning,52,11
EMP00116,Packer,ST051,Night,55,9
EMP00208,Picker,ST025,Afternoon,51,4
EMP00590,Picker,ST075,Evening,36,8
EMP01146,Store Associate,ST057,Afternoon,44,6
EMP02448,Packer,ST060,Morning,56,7
EMP02325,Picker,ST050,Afternoon,47,3
EMP02465,Picker,ST036,Night,63,9
EMP01157,Store Associate,ST036,Afternoon,48,7
EMP02249,Picker,ST013,Afternoon,60,12
EMP01585,Picker,ST021,Evening,58,7
EMP01577,Packer,ST046,Afternoon,41,2
EMP00394,Picker,ST081,Morning,37,7
EMP01145,Store Associate,ST038,Morning,53,6
EMP00037,Picker,ST010,Afternoon,57,5
EMP01991,Packer,ST047,Morning,43,9
EMP00029,Picker,ST062,Afternoon,57,10
EMP01541,Store Associate,ST088,Afternoon,52,7
EMP02223,Picker,ST068,Evening,57,4
EMP01744,Store Associate,ST041,Afternoon,54,5
EMP02025,Rider Coordinator,ST063,Afternoon,47,6
EMP00875,Picker,ST070,Evening,46,8
EMP00709,Store Associate,ST004,Morning,42,10
EMP01651,Picker,ST053,Evening,45,5
EMP01307,Store Associate,ST058,Evening,50,3
EMP00420,Rider Coordinator,ST035,Evening,49,4
EMP00635,Store Associate,ST029,Afternoon,48,6
EMP00863,Store Associate,ST014,Morning,42,5
EMP00613,Rider Coordinator,ST048,Morning,39,6
EMP00618,Packer,ST025,Morning,49,6
EMP01321,Picker,ST011,Morning,51,5
EMP02301,Packer,ST099,Evening,53,9
EMP01267,Picker,ST026,Afternoon,55,5
EMP01859,Store Associate,ST085,Afternoon,49,7
EMP01856,Packer,ST042,Morning,47,5
EMP02208,Picker,ST021,Night,55,4
EMP00650,Store Associate,ST085,Evening,49,6
EMP00597,Store Associate,ST054,Morning,45,7
EMP01685,Store Associate,ST050,Afternoon,47,8
EMP01163,Store Associate,ST025,Morning,54,5
EMP02287,Picker,ST083,Morning,50,7
EMP00577,Picker,ST081,Afternoon,47,6
EMP02348,Store Associate,ST025,Afternoon,46,5
EMP01867,Store Associate,ST081,Night,49,7
EMP01859,Store Associate,ST046,Night,45,3
EMP01608,Rider Coordinator,ST028,Morning,51,7
EMP01987,Packer,ST043,Afternoon,37,5
EMP01666,Packer,ST018,Afternoon,47,7
EMP01714,Rider Coordinator,ST045,Night,38,7
EMP00452,Store Associate,ST063,Morning,39,4
EMP00363,Store Associate,ST047,Evening,57,4
EMP01694,Picker,ST047,Morning,53,7
EMP01118,Picker,ST025,Afternoon,41,6
EMP02280,Picker,ST062,Afternoon,44,5
EMP02405,Store Associate,ST065,Evening,37,6
EMP01817,Picker,ST037,Afternoon,44,7
EMP00256,Picker,ST017,Night,38,7
EMP02275,Packer,ST013,Evening,52,7
EMP01799,Picker,ST067,Afternoon,55,8
EMP01288,Picker,ST063,Afternoon,53,3
EMP00499,Picker,ST005,Afternoon,27,9
EMP02056,Packer,ST064,Morning,46,6
EMP01486,Packer,ST027,Morning,56,10
EMP01187,Store Associate,ST007,Night,52,7
EMP01737,Store Associate,ST018,Evening,40,3
EMP01407,Packer,ST088,Evening,39,4
EMP00745,Picker,ST027,Morning,42,5
EMP00463,Store Associate,ST052,Evening,59,7
EMP00801,Picker,ST088,Night,39,8
EMP00127,Picker,ST073,Night,50,11
EMP00614,Store Associate,ST015,Evening,54,3
EMP00923,Store Associate,ST004,Morning,46,4
EMP01398,Picker,ST063,Morning,52,6
EMP00440,Picker,ST002,Afternoon,30,6
EMP02337,Picker,ST093,Afternoon,44,0
EMP01736,Store Associate,ST038,Evening,47,7
EMP02309,Packer,ST088,Evening,41,6
EMP01171,Picker,ST043,Afternoon,47,7
EMP02262,Picker,ST080,Evening,49,4
EMP00726,Supervisor,ST061,Evening,49,6
EMP01128,Picker,ST017,Afternoon,59,5
EMP01676,Packer,ST069,Evening,45,7
EMP01501,Packer,ST010,Afternoon,41,5
EMP01872,Picker,ST054,Morning,44,8
EMP00496,Packer,ST052,Afternoon,42,9
EMP02151,Store Associate,ST055,Afternoon,49,7
EMP01872,Packer,ST056,Morning,42,4
EMP02446,Packer,ST043,Afternoon,61,4
EMP01733,Packer,ST038,Afternoon,48,9
EMP01745,Supervisor,ST049,Afternoon,48,2
EMP00702,Packer,ST078,Afternoon,44,5
EMP00217,Picker,ST087,Morning,40,4
EMP01184,Store Associate,ST051,Morning,50,8
EMP02497,Packer,ST027,Evening,34,10
EMP00929,Packer,ST058,Evening,41,4
EMP01152,Picker,ST011,Afternoon,44,2
EMP02412,Store Associate,ST097,Evening,46,6
EMP01644,Picker,ST026,Morning,47,5
EMP01330,Store Associate,ST041,Evening,48,7
EMP00561,Packer,ST100,Afternoon,50,6
EMP00724,Rider Coordinator,ST050,Morning,56,8
EMP01455,Supervisor,ST024,Afternoon,54,5
EMP01559,Packer,ST098,Afternoon,43,9
EMP00488,Picker,ST085,Morning,57,6
EMP01584,Picker,ST083,Night,38,9
EMP02215,Store Associate,ST078,Evening,37,4
EMP01419,Packer,ST078,Afternoon,41,5
EMP02324,Store Associate,ST081,Afternoon,58,3
EMP01438,Supervisor,ST098,Afternoon,49,7
EMP00895,Store Associate,ST021,Evening,60,7
EMP01929,Picker,ST082,Evening,53,7
EMP01436,Store Associate,ST071,Morning,49,5
EMP02063,Picker,ST094,Morning,44,4
EMP00806,Rider Coordinator,ST020,Afternoon,51,12
EMP02410,Packer,ST001,Afternoon,42,5
EMP01599,Store Associate,ST047,Afternoon,61,6
EMP01025,Picker,ST002,Morning,50,4
EMP01677,Store Associate,ST075,Evening,45,6
EMP00760,Supervisor,ST041,Evening,43,5
EMP01762,Picker,ST043,Evening,56,3
EMP02023,Store Associate,ST066,Evening,54,5
EMP00260,Picker,ST011,Morning,39,4
EMP00675,Store Associate,ST087,Evening,38,8
EMP00553,Store Associate,ST009,Afternoon,38,8
EMP00319,Picker,ST015,Evening,40,8
EMP01357,Picker,ST019,Evening,43,4
EMP01936,Packer,ST099,Afternoon,49,6
EMP01426,Supervisor,ST042,Evening,37,7
EMP01479,Rider Coordinator,ST086,Afternoon,40,5
EMP02259,Picker,ST044,Night,71,10
EMP01852,Packer,ST042,Afternoon,44,6
EMP00966,Supervisor,ST023,Afternoon,56,5
EMP01971,Store Associate,ST077,Afternoon,58,6
EMP00685,Packer,ST088,Evening,40,9
EMP01708,Packer,ST059,Evening,61,4
EMP01368,Picker,ST077,Evening,32,5
EMP00518,Picker,ST028,Afternoon,42,11
EMP00184,Supervisor,ST039,Evening,44,2
EMP00080,Picker,ST012,Morning,41,6
EMP00141,Picker,ST002,Afternoon,41,11
EMP01005,Picker,ST008,Night,61,8
EMP00630,Supervisor,ST010,Afternoon,53,4
EMP01649,Store Associate,ST017,Evening,54,5
EMP02136,Supervisor,ST063,Afternoon,41,11
EMP02403,Supervisor,ST061,Evening,53,7
EMP01107,Packer,ST076,Afternoon,52,8
EMP02421,Rider Coordinator,ST064,Evening,50,6
EMP01289,Store Associate,ST008,Evening,52,5
EMP02007,Supervisor,ST006,Evening,41,9
EMP02377,Picker,ST088,Evening,49,5
EMP02438,Picker,ST033,Evening,52,9
EMP01997,Picker,ST100,Evening,41,11
EMP01021,Supervisor,ST095,Night,49,1
EMP01643,Picker,ST065,Afternoon,51,6
EMP00771,Picker,ST084,Morning,48,9
EMP02116,Packer,ST062,Morning,41,3
EMP01718,Packer,ST051,Night,54,5
EMP01648,Picker,ST096,Evening,57,5
EMP01070,Picker,ST019,Night,50,9
EMP00047,Store Associate,ST029,Evening,42,7
EMP02314,Packer,ST099,Morning,61,5
EMP00378,Picker,ST010,Afternoon,50,8
EMP01644,Picker,ST041,Afternoon,53,1
EMP01885,Picker,ST094,Afternoon,42,9
EMP01520,Store Associate,ST091,Morning,50,5
EMP02365,Store Associate,ST052,Night,50,6
EMP00202,Rider Coordinator,ST073,Afternoon,54,2
EMP00456,Packer,ST061,Afternoon,47,3
EMP00421,Store Associate,ST091,Evening,38,3
EMP01946,Store Associate,ST063,Morning,54,3
EMP01027,Picker,ST029,Evening,39,9
EMP00853,Picker,ST082,Morning,44,9
EMP00884,Picker,ST089,Morning,40,4
EMP01833,Picker,ST076,Night,48,4
EMP02056,Packer,ST043,Morning,57,6
EMP00651,Store Associate,ST075,Afternoon,51,5
EMP02190,Store Associate,ST037,Afternoon,38,8
EMP01011,Picker,ST057,Morning,42,7
EMP01801,Picker,ST014,Afternoon,48,3
EMP01700,Supervisor,ST036,Afternoon,52,7
EMP02431,Picker,ST087,Morning,54,3
EMP02208,Packer,ST050,Afternoon,53,3
EMP02321,Store Associate,ST017,Morning,40,9
EMP02141,Supervisor,ST032,Night,45,3
EMP02134,Supervisor,ST028,Afternoon,55,6
EMP01010,Store Associate,ST008,Afternoon,50,9
EMP00703,Rider Coordinator,ST035,Afternoon,54,9
EMP01135,Packer,ST089,Evening,57,2
EMP02055,Store Associate,ST044,Evening,49,7
EMP01834,Packer,ST053,Morning,40,10
EMP01050,Rider Coordinator,ST096,Evening,41,5
EMP01288,Packer,ST064,Night,52,6
EMP01624,Rider Coordinator,ST095,Afternoon,54,8
EMP01632,Store Associate,ST068,Afternoon,54,6
EMP00079,Picker,ST043,Evening,61,8
EMP00558,Picker,ST042,Evening,40,2
EMP01105,Packer,ST089,Evening,42,7
EMP00485,Store Associate,ST088,Morning,40,3
EMP02199,Supervisor,ST083,Morning,58,6
EMP02459,Supervisor,ST037,Morning,53,8
EMP00922,Picker,ST016,Evening,50,5
EMP01629,Store Associate,ST039,Morning,39,10
EMP01552,Picker,ST093,Night,39,4
EMP01884,Store Associate,ST076,Night,50,4
EMP01537,Packer,ST084,Afternoon,58,4
EMP01682,Picker,ST097,Night,45,5
EMP01745,Store Associate,ST029,Evening,55,6
EMP00473,Picker,ST072,Morning,46,7
EMP01980,Picker,ST052,Afternoon,40,5
EMP00791,Picker,ST088,Evening,43,5
EMP01765,Picker,ST010,Morning,54,6
EMP01088,Rider Coordinator,ST093,Evening,48,6
EMP02011,Rider Coordinator,ST091,Evening,44,8
EMP00049,Packer,ST052,Morning,45,5
EMP00825,Picker,ST089,Afternoon,37,5
EMP00218,Rider Coordinator,ST071,Evening,42,6
EMP00708,Packer,ST021,Evening,57,4
EMP02294,Picker,ST021,Afternoon,47,5
EMP00884,Packer,ST085,Morning,50,6
EMP01462,Rider Coordinator,ST007,Afternoon,58,5
EMP01810,Supervisor,ST099,Evening,56,7
EMP00916,Rider Coordinator,ST066,Evening,50,6
EMP01586,Packer,ST044,Evening,60,5
EMP02078,Picker,ST027,Afternoon,48,8
EMP01038,Store Associate,ST086,Evening,57,4
EMP00590,Packer,ST029,Evening,50,8
EMP00571,Picker,ST058,Afternoon,47,5
EMP01509,Store Associate,ST050,Morning,55,1
EMP01473,Picker,ST026,Evening,39,6
EMP02244,Picker,ST034,Morning,50,4
EMP00665,Picker,ST098,Evening,45,5
EMP01269,Picker,ST063,Evening,51,4
EMP00427,Store Associate,ST021,Afternoon,44,10
EMP01753,Picker,ST026,Morning,56,2
EMP02465,Supervisor,ST006,Evening,48,2
EMP00712,Picker,ST050,Morning,48,3
EMP00207,Rider Coordinator,ST041,Evening,48,8
EMP02134,Picker,ST038,Night,42,6
EMP01219,Supervisor,ST071,Afternoon,46,10
EMP00031,Store Associate,ST091,Night,41,7
EMP02322,Packer,ST067,Evening,47,6
EMP02183,Store Associate,ST031,Evening,48,8
EMP01490,Supervisor,ST089,Morning,51,3
EMP00972,Picker,ST097,Evening,54,4
EMP00236,Store Associate,ST002,Morning,53,5
EMP01029,Store Associate,ST074,Evening,39,8
EMP01033,Store Associate,ST055,Morning,47,6
EMP02059,Supervisor,ST069,Night,43,5
EMP02442,Packer,ST001,Evening,41,6
EMP01896,Store Associate,ST093,Afternoon,48,5
EMP01536,Store Associate,ST100,Afternoon,50,5
EMP02252,Store Associate,ST010,Evening,41,2
EMP02201,Store Associate,ST035,Morning,57,9
EMP00341,Store Associate,ST071,Afternoon,47,2
EMP00355,Picker,ST067,Evening,56,6
EMP00740,Store Associate,ST081,Evening,54,9
EMP01939,Supervisor,ST021,Afternoon,53,6
EMP00850,Store Associate,ST025,Afternoon,49,6
EMP00083,Store Associate,ST011,Night,57,2
EMP01680,Packer,ST049,Afternoon,42,8
EMP00862,Picker,ST073,Afternoon,45,4
EMP01856,Picker,ST046,Night,45,9
EMP02166,Packer,ST033,Afternoon,39,5
EMP01048,Picker,ST003,Evening,67,3
EMP02227,Packer,ST085,Morning,51,5
EMP00847,Store Associate,ST098,Afternoon,50,6
EMP00745,Picker,ST081,Afternoon,47,4
EMP01176,Packer,ST004,Evening,48,5
EMP01517,Store Associate,ST019,Evening,39,9
EMP00239,Supervisor,ST060,Morning,45,6
EMP02258,Picker,ST067,Evening,49,11
EMP01652,Store Associate,ST094,Evening,47,4
EMP00325,Picker,ST074,Afternoon,43,7
EMP00857,Picker,ST006,Afternoon,53,4
EMP02304,Rider Coordinator,ST091,Night,37,5
EMP01417,Picker,ST047,Morning,59,7
EMP00037,Picker,ST055,Afternoon,37,8
EMP02473,Store Associate,ST031,Evening,47,3
EMP01027,Packer,ST012,Afternoon,42,2
EMP01768,Picker,ST052,Morning,43,4
EMP01515,Store Associate,ST046,Afternoon,46,5
EMP01409,Store Associate,ST077,Morning,48,3
EMP02236,Rider Coordinator,ST061,Evening,46,5
EMP01119,Store Associate,ST001,Evening,46,11
EMP00997,Packer,ST058,Morning,55,7
EMP01921,Picker,ST077,Evening,48,3
EMP01083,Picker,ST066,Morning,60,2
EMP02412,Picker,ST048,Evening,44,12
EMP01483,Rider Coordinator,ST033,Evening,46,2
EMP01735,Picker,ST096,Evening,62,6
EMP01976,Picker,ST004,Afternoon,56,3
EMP01960,Packer,ST053,Night,43,4
EMP00851,Store Associate,ST062,Afternoon,59,2
EMP00829,Picker,ST071,Afternoon,45,8
EMP01779,Rider Coordinator,ST047,Morning,40,4
EMP02259,Packer,ST033,Morning,48,2
EMP01709,Store Associate,ST075,Evening,49,9
EMP01240,Picker,ST010,Evening,44,7
EMP01699,Store Associate,ST066,Evening,52,4
EMP00735,Store Associate,ST098,Evening,39,9
EMP00974,Packer,ST097,Afternoon,43,8
EMP02136,Packer,ST055,Evening,50,3
EMP00215,Picker,ST026,Morning,42,9
EMP00595,Store Associate,ST062,Evening,32,7
EMP01155,Packer,ST026,Evening,50,9
EMP00524,Picker,ST018,Evening,63,4
EMP01306,Store Associate,ST007,Evening,55,9
EMP01841,Rider Coordinator,ST065,Evening,45,6
EMP01699,Picker,ST058,Evening,46,9
EMP00902,Packer,ST060,Morning,51,10
EMP01771,Store Associate,ST072,Afternoon,50,7
EMP01100,Rider Coordinator,ST099,Evening,47,10
EMP00621,Picker,ST040,Night,44,7
EMP00976,Store Associate,ST071,Night,46,2
